date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:22:56	136/136	---M--	200	added ('OK')	image/png	etag:%222a1a08-88-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternRight.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternRight.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:56	2545/2545	---M--	200	added ('OK')	image/gif	etag:%222a1a0b-9f1-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/loader.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:56	845/845	---M--	200	added ('OK')	image/png	etag:%222a1a04-34d-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/btnNext.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/btnNext.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:57	828/828	---M--	200	added ('OK')	image/png	etag:%222a1a05-33c-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/btnPrevious.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/btnPrevious.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:57	142/142	---M--	200	added ('OK')	image/png	etag:%222a1a06-8e-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternBottom.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/contentPatternBottom.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:57	227/227	---M--	200	added ('OK')	image/gif	etag:%222a1a0a-e3-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/default_thumbnail.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/facebook/default_thumbnail.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:58	2545/2545	---M--	200	added ('OK')	image/gif	etag:%222a1a10-9f1-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/loader.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/prettyPhoto/light_rounded/loader.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:22:58	1175/1175	---M--	200	added ('OK')	image/png	etag:%222661e2-497-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/icons/phone-white.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/icons/phone-white.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:02	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:00%20GMT	http://www.jichel.me/wp-content/themes/creativo/images/slider-texture.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/slider-texture.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:02	2869/2869	---M--	200	added ('OK')	image/png	etag:%22246c08-b35-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/arrow-prev.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/arrow-prev.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:02	1079/1079	---M--	200	added ('OK')	image/png	etag:%22246c07-437-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/arrow-next.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/arrow-next.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:03	10580/10580	---M--	200	added ('OK')	image/png	etag:%22246c14-2954-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/icons-bottom.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/icons-bottom.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:03	3226/3226	---M--	200	added ('OK')	image/png	etag:%22246c2b-c9a-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/tri-comments.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/tri-comments.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:03	937/937	---M--	200	added ('OK')	image/png	etag:%22246c0e-3a9-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/dots.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/dots.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:04	1257/1257	---M--	200	added ('OK')	image/gif	etag:%222a1a1b-4e9-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/toggles/testimonials.gif	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/toggles/testimonials.gif	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:04	1803/1803	---M--	200	added ('OK')	image/png	etag:%22246c27-70b-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/quotes.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/quotes.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:04	981/981	---M--	200	added ('OK')	image/png	etag:%22246c2f-3d5-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet1.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet1.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:05	981/981	---M--	200	added ('OK')	image/png	etag:%22246c30-3d5-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet2.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet2.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:05	981/981	---M--	200	added ('OK')	image/png	etag:%22246c31-3d5-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet3.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet3.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:05	981/981	---M--	200	added ('OK')	image/png	etag:%22246c32-3d5-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet4.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet4.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:06	981/981	---M--	200	added ('OK')	image/png	etag:%22246c33-3d5-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet5.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet5.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:06	980/980	---M--	200	added ('OK')	image/png	etag:%22246c34-3d4-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet6.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet6.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:06	981/981	---M--	200	added ('OK')	image/png	etag:%22246c35-3d5-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/bullets/bullet7.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/bullets/bullet7.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:10	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:08%20GMT	http://www.jichel.me/wp-content/themes/images/arrow-bullet.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/images/arrow-bullet.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:11	1179/1179	---M--	200	added ('OK')	image/png	etag:%222661da-49b-565a83b382680%22	http://www.jichel.me/wp-content/themes/creativo/images/icons/go-up.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/icons/go-up.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:13	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:12%20GMT	http://www.jichel.me/wp-content/themes/creativo/owl.video.play.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/owl.video.play.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:15	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:14%20GMT	http://www.jichel.me/wp-content/themes/creativo/theme/bg_control_nav3.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/theme/bg_control_nav3.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:16	16852/16852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222661c8-41d4-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.eot	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:17	46552/46552	---M--	200	added ('OK')	image/svg+xml	etag:%222661c9-b5d8-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.svg	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.svg	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:19	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222661cc-68c-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/star.eot	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/star.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:19	16852/16852	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222661c8-41d4-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.eot?	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerced41d.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:19	16748/16748	---M--	200	added ('OK')	font/woff	etag:%222661cb-416c-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.woff	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.woff	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:19	1676/1676	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222661cc-68c-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/star.eot?	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/stard41d.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:19	16672/16672	---M--	200	added ('OK')	font/ttf	etag:%222661ca-4120-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.ttf	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/WooCommerce.ttf	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:19	1304/1304	---M--	200	added ('OK')	font/woff	etag:%222661cf-518-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/star.woff	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/star.woff	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:20	1512/1512	---M--	200	added ('OK')	font/ttf	etag:%222661ce-5e8-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/star.ttf	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/star.ttf	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:20	1391/1391	---M--	200	added ('OK')	image/svg+xml	etag:%222661cd-56f-565a83acd56c0%22	http://www.jichel.me/wp-content/themes/creativo/css/woo/star.svg	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/css/woo/star.svg	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:22	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:22%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.eot	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:25	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:24%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.eot?	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfontd41d.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:25	11680/11680	---M--	200	added ('OK')	font/woff	etag:%22246be6-2da0-568b776439e00%22	http://www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.woff	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.woff	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:28	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:27%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.ttf	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.ttf	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:30	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:29%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.svg	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/neosans-medium-webfont.svg	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:33	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:31%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.eot	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:36	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:34%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.eot?	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfontd41d.eot	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:36	23732/23732	---M--	200	added ('OK')	font/woff	etag:%22246be7-5cb4-568b776439e00%22	http://www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.woff	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.woff	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:40	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:38%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.ttf	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.ttf	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:42	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:41%20GMT	http://www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.svg	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/fonts/proximanova-light-webfont.svg	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:44	46171/46171	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202020%2009:23:43%20GMT	http://www.jichel.me/wp-content/themes/creativo/images/sprite.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/themes/creativo/images/sprite.png	(from http://www.jichel.me/wp-content/themes/creativo/style.css)
14:23:46	302/302	---M--	200	added ('OK')	image/png	etag:%22105fc2-12e-5654407a52c00%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/vc/alert.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/vc/alert.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:46	323/323	---M--	200	added ('OK')	image/png	etag:%22105fcc-143-5654407a52c00%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/vc/info.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/vc/info.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:47	244/244	---M--	200	added ('OK')	image/png	etag:%22105fd7-f4-5654407a52c00%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/vc/tick.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/vc/tick.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:47	495/495	---M--	200	added ('OK')	image/png	etag:%22105fca-1ef-5654407a52c00%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/vc/exclamation.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:47	712/712	---M--	200	added ('OK')	image/png	etag:%22184ff4-2c8-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/address-book.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:48	841/841	---M--	200	added ('OK')	image/png	etag:%22184ff5-349-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:48	694/694	---M--	200	added ('OK')	image/png	etag:%22184ff6-2b6-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/anchor.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:49	544/544	---M--	200	added ('OK')	image/png	etag:%22184ff7-220-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/application-image.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:49	590/590	---M--	200	added ('OK')	image/png	etag:%22184ff8-24e-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/arrow.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:49	682/682	---M--	200	added ('OK')	image/png	etag:%22184ff9-2aa-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:49	705/705	---M--	200	added ('OK')	image/png	etag:%22184ffa-2c1-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/auction-hammer.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:50	674/674	---M--	200	added ('OK')	image/png	etag:%22184ffe-2a2-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:50	717/717	---M--	200	added ('OK')	image/png	etag:%22184ffb-2cd-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon-buzz.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:50	691/691	---M--	200	added ('OK')	image/png	etag:%22184ffc-2b3-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon-facebook.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:51	700/700	---M--	200	added ('OK')	image/png	etag:%22184ffd-2bc-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/balloon-twitter.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:51	648/648	---M--	200	added ('OK')	image/png	etag:%22184fff-288-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/battery-full.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:51	621/621	---M--	200	added ('OK')	image/png	etag:%22185000-26d-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/binocular.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/binocular.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:52	688/688	---M--	200	added ('OK')	image/png	etag:%22185001-2b0-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-excel.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:52	700/700	---M--	200	added ('OK')	image/png	etag:%22185002-2bc-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-image.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:52	647/647	---M--	200	added ('OK')	image/png	etag:%22185003-287-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-music.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:52	763/763	---M--	200	added ('OK')	image/png	etag:%22185004-2fb-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-office.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:53	690/690	---M--	200	added ('OK')	image/png	etag:%22185005-2b2-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-pdf.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:53	709/709	---M--	200	added ('OK')	image/png	etag:%22185006-2c5-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-powerpoint.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
14:23:53	691/691	---M--	200	added ('OK')	image/png	etag:%22185007-2b3-5654407d2f2c0%22	http://www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	D:/My%20Web%20Sites/Jichel%20Portfolio%20Site/www.jichel.me/wp-content/plugins/js_composer/assets/images/icons/blue-document-word.png	(from http://www.jichel.me/wp-content/plugins/js_composer/assets/css/js_composer.min.css)
